,titles,authors,goodreads links
240,If I Were You,Leslie Margolis,https://www.goodreads.com/book/show/22718716-if-i-were-you
241,The Wrinkled Crown,Anne Nesbet,https://www.goodreads.com/book/show/24951698-the-wrinkled-crown
242,Playing Juliet,JoAnne Stewart Wetzel,https://www.goodreads.com/book/show/25159307-playing-juliet
243,Lucky Strike,Bobbie Pyron,https://www.goodreads.com/book/show/22749530-lucky-strike
244,Charlie Bingham Gets Clocked,Maggie M. Larche,https://www.goodreads.com/book/show/27408309-charlie-bingham-gets-clocked
245,Maisy and the Money Marauder (The Maisy Files #2),Elizabeth Woodrum,https://www.goodreads.com/book/show/24698804-maisy-and-the-money-marauder
246,The Icing on the Cake (2) (The Saturday Cooking Club),Deborah A. Levine,https://www.goodreads.com/book/show/24885842-the-icing-on-the-cake-2
247,The Secrets of Sam and Sam,Susie Day,https://www.goodreads.com/book/show/23346494-the-secrets-of-sam-and-sam
248,"Lumberjanes, Vol. 1: Beware the Kitten Holy",N.D. Stevenson,https://www.goodreads.com/book/show/22554204-lumberjanes-vol-1
249,Jack & Louisa: Act 1,Andrew Keenan-Bolger,https://www.goodreads.com/book/show/22571652-jack-louisa
250,"The Whispers in the Walls (Scarlet and Ivy, #2)",Sophie Cleverly,https://www.goodreads.com/book/show/25394458-the-whispers-in-the-walls
251,"The Lost Twin (Scarlet and Ivy, #1)",Sophie Cleverly,https://www.goodreads.com/book/show/26544487-the-lost-twin
252,"Hopper's Destiny (Mouseheart, #2)",Lisa Fiedler,https://www.goodreads.com/book/show/22546613-hopper-s-destiny
253,Husky,Justin Sayre,https://www.goodreads.com/book/show/24941521-husky
254,"Catch You Later, Traitor",Avi,https://www.goodreads.com/book/show/22859570-catch-you-later-traitor
255,Ghostlight,Sonia Gensler,https://www.goodreads.com/book/show/22879333-ghostlight
256,"Demolition Dad (Storey Street, #1)",Phil Earle,https://www.goodreads.com/book/show/23618382-demolition-dad
257,"Pieces and Players (Chasing Vermeer, #4)",Blue Balliett,https://www.goodreads.com/book/show/23013685-pieces-and-players
258,"The Sweetest Heist in History (Randi Rhodes, Ninja Detective, #2)",Octavia Spencer,https://www.goodreads.com/book/show/17558158-the-sweetest-heist-in-history
259,"Amulet Keepers (TombQuest, #2)",Michael Northrop,https://www.goodreads.com/book/show/22730709-amulet-keepers
260,Lottery Boy,Michael Byrne,https://www.goodreads.com/book/show/25387524-lottery-boy
261,"True Son (Psi Chronicles, #3)",Lana Krumwiede,https://www.goodreads.com/book/show/22747829-true-son
262,"The Secret of Camp Whispering Pines (Samantha Wolf Mysteries, #2)",Melchelle Designs,https://www.goodreads.com/book/show/24757840-the-secret-of-camp-whispering-pines
263,Big Game,Dan  Smith,https://www.goodreads.com/book/show/22892753-big-game
264,The Runaway's Gold,Emilie Christie Burack,https://www.goodreads.com/book/show/23167721-the-runaway-s-gold
265,Crown of Three (Crown of Three #1),J.D. Rinehart,https://www.goodreads.com/book/show/23309529-crown-of-three
266,"Emma and the Banderwigh (Tales of Widowswood, #1)",Matthew S. Cox,https://www.goodreads.com/book/show/22005757-emma-and-the-banderwigh
267,River Runs Deep,Jennifer Bradbury,https://www.goodreads.com/book/show/23309804-river-runs-deep
268,Full Cicada Moon,Marilyn Hilton,https://www.goodreads.com/book/show/23617200-full-cicada-moon
269,If You Find This,Matthew   Baker,https://www.goodreads.com/book/show/21494045-if-you-find-this
270,"The Curious Cat Spy Club (Curious Cat Spy Club, #1)",Linda Joy Singleton,https://www.goodreads.com/book/show/23217533-the-curious-cat-spy-club
271,Cheating for the Chicken Man,Priscilla Cummings,https://www.goodreads.com/book/show/23281951-cheating-for-the-chicken-man
272,The Deadly 7,Garth Jennings,https://www.goodreads.com/book/show/23360861-the-deadly-7
273,The Cottage in the Woods,Katherine Coville,https://www.goodreads.com/book/show/22291642-the-cottage-in-the-woods
274,Friends for Life,Andrew Norriss,https://www.goodreads.com/book/show/26186828-friends-for-life
275,Like a River: A Civil War Novel,Kathy Cannon Wiechman,https://www.goodreads.com/book/show/22825581-like-a-river
276,"Me and My Big Mouth (Zack Delacruz, #1)",Jeff Anderson,https://www.goodreads.com/book/show/24612691-me-and-my-big-mouth
277,The Safest Lie,Angela Cerrito,https://www.goodreads.com/book/show/23529761-the-safest-lie
278,The Trap,Steven Arntson,https://www.goodreads.com/book/show/22749695-the-trap
279,"Young Houdini: the Demon Curse (Young Houdini, #2)",Simon Nicholson,https://www.goodreads.com/book/show/23002146-young-houdini
280,Disney Lands (Kingdom Keepers: The Return #1),Ridley Pearson,https://www.goodreads.com/book/show/22675928-disney-lands
281,I Don't Know How the Story Ends,J.B. Cheaney,https://www.goodreads.com/book/show/24827936-i-don-t-know-how-the-story-ends
282,"The Secrets of Blueberries, Brothers, Moose & Me",Sara Nickerson,https://www.goodreads.com/book/show/23310157-the-secrets-of-blueberries-brothers-moose-me
283,"Blackout (Urban Outlaws, #2)",Peter Jay Black,https://www.goodreads.com/book/show/23262210-blackout
284,"Secret Coders (Secret Coders, #1)",Gene Luen Yang,https://www.goodreads.com/book/show/23310720-secret-coders
285,"How to Outswim a Shark Without a Snorkel (My Life Is a Zoo, #2)",Jess Keating,https://www.goodreads.com/book/show/21991214-how-to-outswim-a-shark-without-a-snorkel
286,The Way Home Looks Now,Wendy Wan-Long Shang,https://www.goodreads.com/book/show/23399247-the-way-home-looks-now
287,Finding the Worm,Mark Goldblatt,https://www.goodreads.com/book/show/22291629-finding-the-worm
288,"Ava and Taco Cat (Ava and Pip, #2)",Carol Weston,https://www.goodreads.com/book/show/21991202-ava-and-taco-cat
289,In the Footsteps of Crazy Horse,Joseph M. Marshall III,https://www.goodreads.com/book/show/24795887-in-the-footsteps-of-crazy-horse
290,"The Last Kids on Earth (Last Kids on Earth, #1)",Max Brallier,https://www.goodreads.com/book/show/24611765-the-last-kids-on-earth
291,"The Wild Beyond (The Last Wild, #3)",Piers Torday,https://www.goodreads.com/book/show/23682140-the-wild-beyond
292,"The Poe Estate (The Grimm Legacy, #3)",Polly Shulman,https://www.goodreads.com/book/show/23735633-the-poe-estate
293,Almost a World Record Breaker (Teddy Mars #1),Molly B. Burnham,https://www.goodreads.com/book/show/22138391-almost-a-world-record-breaker
294,The Maloneys' Magical Weatherbox,Nigel Quinlan,https://www.goodreads.com/book/show/24467220-the-maloneys-magical-weatherbox
295,The Orphan Army (1) (The Nightsiders),Jonathan Maberry,https://www.goodreads.com/book/show/23309635-the-orphan-army-1
296,"Steeds of the Gods (Beasts of Olympus, #3)",Lucy Coats,https://www.goodreads.com/book/show/23281657-steeds-of-the-gods
297,Into Coraira (Legend of Rhyme #2),Jaime Lee Mann,https://www.goodreads.com/book/show/25500656-into-coraira
298,"The iPhone that Saved George Washington (The Left Behinds, #1)",David    Potter,https://www.goodreads.com/book/show/21965096-the-iphone-that-saved-george-washington
299,"How Lunchbox Jones Saved Me from Robots, Traitors, and Missy the Cruel",Jennifer Brown,https://www.goodreads.com/book/show/22929546-how-lunchbox-jones-saved-me-from-robots-traitors-and-missy-the-cruel
300,"Teagan of Tomorrow (Legend of Rhyme, #3)",Jaime Lee Mann,https://www.goodreads.com/book/show/26210840-teagan-of-tomorrow
301,"Diamonds and Daggers (Marsh Road Mysteries, #1)",Elen Caldecott,https://www.goodreads.com/book/show/23257134-diamonds-and-daggers
302,Charlie and the Grandmothers,Katy Towell,https://www.goodreads.com/book/show/23615679-charlie-and-the-grandmothers
303,How to Break a Heart,Kiera Stewart,https://www.goodreads.com/book/show/21926608-how-to-break-a-heart
304,"Bloodstone (Legend of Ironheart, #2)",Allan Boroughs,https://www.goodreads.com/book/show/24103936-bloodstone
305,Cody and the Fountain of Happiness,Tricia Springstubb,https://www.goodreads.com/book/show/22747791-cody-and-the-fountain-of-happiness
306,Nomad (Ambassador #2),William  Alexander,https://www.goodreads.com/book/show/24885848-nomad
307,Apocalypse Bow Wow,James Proimos Jr.,https://www.goodreads.com/book/show/22313644-apocalypse-bow-wow
308,The Three Thorns (The Brotherhood and The Shield #1),Michael Gibney,https://www.goodreads.com/book/show/22404138-the-three-thorns
309,The Wand & the Sea (The Key and the Flame #2),Claire M. Caterer,https://www.goodreads.com/book/show/23309512-the-wand-the-sea
310,The Forget-Me-Not Summer,Leila Howland,https://www.goodreads.com/book/show/22895338-the-forget-me-not-summer
311,Scrap City,D.S. Thornton,https://www.goodreads.com/book/show/25373119-scrap-city
312,Dolls of Hope,Shirley Parenteau,https://www.goodreads.com/book/show/24727106-dolls-of-hope
313,Julia and the Art of Practical Travel,Lesley M.M. Blume,https://www.goodreads.com/book/show/20971477-julia-and-the-art-of-practical-travel
314,Kid President's Guide to Being Awesome,Robby Novak,https://www.goodreads.com/book/show/22552567-kid-president-s-guide-to-being-awesome
315,"The Unlikely Adventures of Mabel Jones (Mabel Jones, #1)",Will Mabbitt,https://www.goodreads.com/book/show/23281952-the-unlikely-adventures-of-mabel-jones
316,A Fairy's Breath (The Adventures of Pixie Piper #1),Maricel Jiménez Peña,https://www.goodreads.com/book/show/25334723-a-fairy-s-breath
317,A Little Bit of Spectacular,Gin Phillips,https://www.goodreads.com/book/show/20534703-a-little-bit-of-spectacular
318,Tiger Boy,Jamie Hogan,https://www.goodreads.com/book/show/21929297-tiger-boy
319,I Text Dead People,Rose Cooper,https://www.goodreads.com/book/show/23209942-i-text-dead-people
320,The Kiss Dare,Dana Burkey,https://www.goodreads.com/book/show/26014717-the-kiss-dare
321,Wilder Boys,Brandon Wallace,https://www.goodreads.com/book/show/21526000-wilder-boys
322,Golden Girl,Mari Mancusi,https://www.goodreads.com/book/show/22064285-golden-girl
323,"Captain Patty and the Nameless Navigator (The Adventures of Captain Patty, #1)",Erin Cruey,https://www.goodreads.com/book/show/25691205-captain-patty-and-the-nameless-navigator
324,True Heroes: A Treasury of Modern-day Fairy Tales Written by Best-Selling Authors,Jonathan Diaz,https://www.goodreads.com/book/show/25205315-true-heroes
325,Diary of a Waitress: The Not-So-Glamorous Life of a Harvey Girl,Carolyn Meyer,https://www.goodreads.com/book/show/22825560-diary-of-a-waitress
326,Seven Dead Pirates,Linda Bailey,https://www.goodreads.com/book/show/23834763-seven-dead-pirates
327,Princess Juniper of the Hourglass (Princess Juniper #1),Ammi-Joan Paquette,https://www.goodreads.com/book/show/23281804-princess-juniper-of-the-hourglass
328,The Mardi Gras Chase,Maggie M. Larche,https://www.goodreads.com/book/show/26866197-the-mardi-gras-chase
329,Violet and the Hidden Treasure (Violet #2),Harriet Whitehorn,https://www.goodreads.com/book/show/22055503-violet-and-the-hidden-treasure
330,"The Peddler's Road (The Secrets of the Pied Piper, #1)",Matthew  Cody,https://www.goodreads.com/book/show/24934636-the-peddler-s-road
331,Webster: Tale of an Outlaw,Ellen Emerson White,https://www.goodreads.com/book/show/24885846-webster
332,"Stick Dog Dreams of Ice Cream (Stick Dog, #4)",Tom     Watson,https://www.goodreads.com/book/show/23015965-stick-dog-dreams-of-ice-cream
333,"The League of Unexceptional Children (The League of Unexceptional Children, #1)",Gitty Daneshvari,https://www.goodreads.com/book/show/24819554-the-league-of-unexceptional-children
334,The Naughty List: A Christmas Holiday Book for Kids,Michael Fry,https://www.goodreads.com/book/show/24331458-the-naughty-list
335,Return to Augie Hobble,Lane Smith,https://www.goodreads.com/book/show/22718717-return-to-augie-hobble
336,"A Boy Called Christmas (Christmas, #1)",Matt Haig,https://www.goodreads.com/book/show/25882558-a-boy-called-christmas
337,The Rosemary Spell,Virginia   Zimmerman,https://www.goodreads.com/book/show/23719268-the-rosemary-spell
338,The House on Stone's Throw Island,Dan Poblocki,https://www.goodreads.com/book/show/24612629-the-house-on-stone-s-throw-island
339,"The Arctic Code (Dark Gravity Sequence, #1)",Matthew J. Kirby,https://www.goodreads.com/book/show/22864433-the-arctic-code
340,"Please Don't Tell My Parents I Blew Up The Moon (Please Don't Tell My Parents, #2)",Richard  Roberts,https://www.goodreads.com/book/show/23894061-please-don-t-tell-my-parents-i-blew-up-the-moon
341,Molly and Pim and the Millions of Stars,Martine Murray,https://www.goodreads.com/book/show/25350171-molly-and-pim-and-the-millions-of-stars
342,The Toymaker’s Apprentice,Sherri L. Smith,https://www.goodreads.com/book/show/23846071-the-toymaker-s-apprentice
343,"Impulse (Forgotten Princess, #1)",Iffix Y. Santaph,https://www.goodreads.com/book/show/25345186-impulse
344,Oscar and the Amazing Gravity Repellent,Tina L. Peterson,https://www.goodreads.com/book/show/25769963-oscar-and-the-amazing-gravity-repellent
345,Tara Nikkel and the Shaman of La'la Eek,R.A. Sapp,https://www.goodreads.com/book/show/25087516-tara-nikkel-and-the-shaman-of-la-la-eek
346,"Emily Sparkes and the Friendship Fiasco (Emily Sparkes, #1)",Ruth Fitzgerald,https://www.goodreads.com/book/show/21749383-emily-sparkes-and-the-friendship-fiasco
347,"Secrets Beneath the Sea (Mermaid Kingdom, #1 - 3)",Janet Gurtler,https://www.goodreads.com/book/show/22818363-secrets-beneath-the-sea
348,Henry Hubble's Book of Troubles,Andy Myer,https://www.goodreads.com/book/show/22291638-henry-hubble-s-book-of-troubles
349,Scare Scape: The Midnight Door,Sam  Fisher,https://www.goodreads.com/book/show/23013688-scare-scape
350,The Case of the Exploding Brains,Rachel      Hamilton,https://www.goodreads.com/book/show/23293328-the-case-of-the-exploding-brains
351,"First Contact (Aoleon The Martian Girl, #1)",Brent LeVasseur,https://www.goodreads.com/book/show/23874411-first-contact
352,The Loudness,Nick Courage,https://www.goodreads.com/book/show/22750167-the-loudness
353,"Aster Wood and the Blackburn Son (Aster Wood, #3)",J.B. Cantwell,https://www.goodreads.com/book/show/24661486-aster-wood-and-the-blackburn-son
354,Tillie's Tale,Mindy Mymudes,https://www.goodreads.com/book/show/25142075-tillie-s-tale
355,Super Freak,Vanessa Barger,https://www.goodreads.com/book/show/24963447-super-freak
356,How Maxwell Grover Stole My House (Book 1),C.E. Vance,https://www.goodreads.com/book/show/25141680-how-maxwell-grover-stole-my-house
357,Out of Synch,Warren Firschein,https://www.goodreads.com/book/show/25534087-out-of-synch
358,Westly: A Spider's Tale,Bryan  Beus,https://www.goodreads.com/book/show/25205313-westly
359,The Earth's End (Book #1),Susan Aguilo,https://www.goodreads.com/book/show/25572215-the-earth-s-end
360,"Milo Speck, Accidental Agent",Linda Urban,https://www.goodreads.com/book/show/23719427-milo-speck-accidental-agent
361,The Day the Mustache Took Over,Alan Katz,https://www.goodreads.com/book/show/23848123-the-day-the-mustache-took-over
362,Elixir,Yvette Manis,https://www.goodreads.com/book/show/25728644-elixir
363,"No Aliens Allowed (Flight Knights, Book 1)",C.D. Bryan,https://www.goodreads.com/book/show/25206747-no-aliens-allowed
364,"Cats on Track (Anton and Cecil, #2)",Lisa  Martin,https://www.goodreads.com/book/show/24001096-cats-on-track
365,The Hopper-Hill Family,Erika S. Castiglione,https://www.goodreads.com/book/show/25985719-the-hopper-hill-family
366,Mr. Topper's Fabulous Funtown,Jodi Woody,https://www.goodreads.com/book/show/20359879-mr-topper-s-fabulous-funtown
367,"Darien and the Seed of Obreget (Darien, #2)",Jeanna Kunce,https://www.goodreads.com/book/show/23338088-darien-and-the-seed-of-obreget
368,Warrior Kids: A Tale of New Camelot,Michael J.  Bowler,https://www.goodreads.com/book/show/26530788-warrior-kids
369,"Musher! (The Cheechako Series, Book #3)",Jonathan Thomas Stratman,https://www.goodreads.com/book/show/27030229-musher
370,Robert Mumpkin Myer and the Wish Makers,Hayley Merelle,https://www.goodreads.com/book/show/27228206-robert-mumpkin-myer-and-the-wish-makers
371,"The Firebrand Legacy (The Manakor Chronicles, #1)",T.K. Kiser,https://www.goodreads.com/book/show/27416442-the-firebrand-legacy
372,Allan Westerfield Off-World,Anderson Atlas,https://www.goodreads.com/book/show/27388482-allan-westerfield-off-world
373,Baffling Ballads of Boisterous Braveness (Willakaville #2),Bald Guy,https://www.goodreads.com/book/show/25915210-baffling-ballads-of-boisterous-braveness
374,Grimm House,Karen McQuestion,https://www.goodreads.com/book/show/27827981-grimm-house
375,The Princess Games,Danai  Kadzere,https://www.goodreads.com/book/show/25128675-the-princess-games
376,Over the Falls in a Suitcase,Kathleen Vincenz,https://www.goodreads.com/book/show/26813693-over-the-falls-in-a-suitcase
377,Alfie Bloom and the Secrets of Hexbridge Castle (Alfie Bloom #1),Gabrielle Kent,https://www.goodreads.com/book/show/24684097-alfie-bloom-and-the-secrets-of-hexbridge-castle
