,rank,title,author,publisher,date,amazon links
804,5,WE ARE IN A BOOK!,written and illustrated by Mo Willems,Hyperion,"September 2, 2012",http://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBSREV-20
805,6,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"September 2, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
806,7,ROCKET WRITES A STORY,by Tad Hills,Schwartz & Wade,"September 2, 2012",http://www.amazon.com/Rocket-Writes-Story-Tad-Hills/dp/0375870865?tag=NYTBSREV-20
807,8,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"September 2, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
808,9,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"September 2, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
809,10,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"September 2, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
810,1,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 26, 2012",http://www.amazon.com/Pete-Cat-Rocking-School-Shoes/dp/0061910244?tag=NYTBSREV-20
811,2,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 26, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
812,3,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 26, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
813,4,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"August 26, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
814,5,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"August 26, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
815,6,WE ARE IN A BOOK!,written and illustrated by Mo Willems,Hyperion,"August 26, 2012",http://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBSREV-20
816,7,ROCKET WRITES A STORY,by Tad Hills,Schwartz & Wade,"August 26, 2012",http://www.amazon.com/Rocket-Writes-Story-Tad-Hills/dp/0375870865?tag=NYTBSREV-20
817,8,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"August 26, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
818,9,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"August 26, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
819,10,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"August 26, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
820,1,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"August 19, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
821,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"August 19, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
822,3,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 19, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
823,4,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 19, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
824,5,WE ARE IN A BOOK!,written and illustrated by Mo Willems,Hyperion,"August 19, 2012",http://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBSREV-20
825,6,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 19, 2012",http://www.amazon.com/Pete-Cat-Rocking-School-Shoes/dp/0061910244?tag=NYTBSREV-20
826,7,ROCKET WRITES A STORY,by Tad Hills,Schwartz & Wade,"August 19, 2012",http://www.amazon.com/Rocket-Writes-Story-Tad-Hills/dp/0375870865?tag=NYTBSREV-20
827,8,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 19, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
828,9,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"August 19, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
829,10,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"August 19, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
830,1,ROCKET WRITES A STORY,by Tad Hills,Schwartz & Wade,"August 12, 2012",http://www.amazon.com/Rocket-Writes-Story-Tad-Hills/dp/0375870865?tag=NYTBSREV-20
831,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"August 12, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
832,3,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"August 12, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
833,4,WE ARE IN A BOOK!,written and illustrated by Mo Willems,Hyperion,"August 12, 2012",http://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBSREV-20
834,5,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 12, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
835,6,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 12, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
836,7,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"August 12, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
837,8,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 12, 2012",http://www.amazon.com/Pete-Cat-Rocking-School-Shoes/dp/0061910244?tag=NYTBSREV-20
838,9,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 12, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
839,10,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"August 12, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
840,1,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"August 5, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
841,2,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 5, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
842,3,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"August 5, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
843,4,WE ARE IN A BOOK!,written and illustrated by Mo Willems,Hyperion,"August 5, 2012",http://www.amazon.com/We-Are-Book-Elephant-Piggie/dp/1423133080?tag=NYTBSREV-20
844,5,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 5, 2012",http://www.amazon.com/Pete-Cat-Rocking-School-Shoes/dp/0061910244?tag=NYTBSREV-20
845,6,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"August 5, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
846,7,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"August 5, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
847,8,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"August 5, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
848,9,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"August 5, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
849,10,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"August 5, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
850,1,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"July 29, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
851,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"July 29, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
852,3,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 29, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
853,4,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"July 29, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
854,5,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 29, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
855,6,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"July 29, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
856,7,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 29, 2012",http://www.amazon.com/Pete-Cat-Rocking-School-Shoes/dp/0061910244?tag=NYTBSREV-20
857,8,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 29, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
858,9,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"July 29, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
859,10,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"July 29, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
860,1,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"July 22, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
861,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"July 22, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
862,3,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 22, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
863,4,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"July 22, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
864,5,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 22, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
865,6,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 22, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
866,7,THE LORAX,by Dr. Seuss,Random House,"July 22, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
867,8,PETE THE CAT: ROCKING IN MY SCHOOL SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 22, 2012",http://www.amazon.com/Pete-Cat-Rocking-School-Shoes/dp/0061910244?tag=NYTBSREV-20
868,9,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"July 22, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
869,10,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"July 22, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
870,1,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"July 15, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
871,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"July 15, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
872,3,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 15, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
873,4,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"July 15, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
874,5,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 15, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
875,6,THE LORAX,by Dr. Seuss,Random House,"July 15, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
876,7,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"July 15, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
877,8,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 15, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
878,9,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"July 15, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
879,10,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"July 15, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
880,1,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE,by William Joyce. Illustrated by William Joyce and Joe Bluhm,Atheneum,"July 8, 2012",http://www.amazon.com/Fantastic-Flying-Books-Morris-Lessmore/dp/1442457023?tag=NYTBSREV-20
881,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"July 8, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
882,3,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 8, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
883,4,DRAGONS LOVE TACOS,by Adam Rubin. Illustrated by Daniel Salmieri,Dial,"July 8, 2012",http://www.amazon.com/Dragons-Love-Tacos-Adam-Rubin/dp/0803736800?tag=NYTBSREV-20
884,5,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 8, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
885,6,THE LORAX,by Dr. Seuss,Random House,"July 8, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
886,7,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"July 8, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
887,8,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"July 8, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
888,9,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"July 8, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
889,10,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"July 8, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
890,1,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"July 1, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
891,2,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 1, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
892,3,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"July 1, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
893,4,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"July 1, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
894,5,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"July 1, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
895,6,THE LORAX,by Dr. Seuss,Random House,"July 1, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
896,7,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"July 1, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
897,8,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"July 1, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
898,9,A BALL FOR DAISY,by Chris Raschka,Schwartz & Wade,"July 1, 2012",http://www.amazon.com/Ball-Daisy-Caldecott-Medal-Winner/dp/037585861X?tag=NYTBSREV-20
899,10,FANCY NANCY AND THE MERMAID BALLET,by Jane O'Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"July 1, 2012",http://www.amazon.com/Fancy-Nancy-Mermaid-Ballet-OConnor/dp/0061703818?tag=NYTBSREV-20
900,1,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"June 24, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
901,2,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 24, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
902,3,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 24, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
903,4,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"June 24, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
904,5,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"June 24, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
905,6,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"June 24, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
906,7,THE LORAX,by Dr. Seuss,Random House,"June 24, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
907,8,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"June 24, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
908,9,FANCY NANCY AND THE MERMAID BALLET,by Jane O'Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"June 24, 2012",http://www.amazon.com/Fancy-Nancy-Mermaid-Ballet-OConnor/dp/0061703818?tag=NYTBSREV-20
909,10,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!,by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier,"Little, Brown","June 24, 2012",http://www.amazon.com/The-Very-Fairy-Princess-Flower/dp/0316185612?tag=NYTBSREV-20
910,1,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 17, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
911,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"June 17, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
912,3,DINOSAUR PET,lyrics by Marc Sedaka. Illustrated by Tim Bowers,Imagine!,"June 17, 2012",http://www.amazon.com/Dinosaur-Pet-Neil-Sedaka/dp/1936140365?tag=NYTBSREV-20
913,4,THE LORAX,by Dr. Seuss,Random House,"June 17, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
914,5,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 17, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
915,6,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"June 17, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
916,7,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"June 17, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
917,8,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"June 17, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
918,9,FANCY NANCY AND THE MERMAID BALLET,by Jane O'Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"June 17, 2012",http://www.amazon.com/Fancy-Nancy-Mermaid-Ballet-OConnor/dp/0061703818?tag=NYTBSREV-20
919,10,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"June 17, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
920,1,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 10, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
921,2,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE",by Sherri Duskey Rinker and Tom Lichtenheld,Chronicle,"June 10, 2012",http://www.amazon.com/Goodnight-Construction-Sherri-Duskey-Rinker/dp/0811877825?tag=NYTBSREV-20
922,3,PETE THE CAT: I LOVE MY WHITE SHOES,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 10, 2012",http://www.amazon.com/Pete-Cat-Love-White-Shoes/dp/0061906220?tag=NYTBSREV-20
923,4,PRESS HERE,by Hervé Tullet,Handprint/Chronicle,"June 10, 2012",http://www.amazon.com/Press-Here-Herve-Tullet/dp/0811879542?tag=NYTBSREV-20
924,5,THE LORAX,by Dr. Seuss,Random House,"June 10, 2012",http://www.amazon.com/The-Lorax-Classic-Seuss-Dr/dp/0394823370?tag=NYTBSREV-20
925,6,DINOSAUR PET,lyrics by Marc Sedaka. Illustrated by Tim Bowers,Imagine!,"June 10, 2012",http://www.amazon.com/Dinosaur-Pet-Neil-Sedaka/dp/1936140365?tag=NYTBSREV-20
926,7,LADYBUG GIRL AND BINGO,by David Soman and Jacky Davis,Dial,"June 10, 2012",http://www.amazon.com/Ladybug-Girl-Bingo-Jacky-Davis/dp/0803735820?tag=NYTBSREV-20
927,8,THE DUCKLING GETS A COOKIE!?,by Mo Willems,Hyperion/Disney,"June 10, 2012",http://www.amazon.com/The-Duckling-Gets-Cookie-Pigeon/dp/1423151283?tag=NYTBSREV-20
928,9,I WANT MY HAT BACK,by Jon Klassen,Candlewick,"June 10, 2012",http://www.amazon.com/I-Want-My-Hat-Back/dp/0763655988?tag=NYTBSREV-20
929,10,FANCY NANCY AND THE MERMAID BALLET,by Jane O'Connor. Illustrated by Robin Preiss Glasser,Harper/HarperCollins,"June 10, 2012",http://www.amazon.com/Fancy-Nancy-Mermaid-Ballet-OConnor/dp/0061703818?tag=NYTBSREV-20
930,1,PETE THE CAT AND HIS FOUR GROOVY BUTTONS,by Eric Litwin. Illustrated by James Dean,Harper/HarperCollins,"June 3, 2012",http://www.amazon.com/Pete-Cat-Four-Groovy-Buttons/dp/0062110586?tag=NYTBSREV-20
